agency,city,state,ntd_id,organization_type,reporter_type,primary_uza_population,agency_voms,mode,tos,mode_voms,fare_revenues_per_unlinked_passenger_trip,fare_revenues_per_total_operating_expense_(recovery_ratio),cost_per_hour,cost_per_passenger,cost_per_passenger_mile,fare_revenues_earned,total_operating_expenses,unlinked_passenger_trips,vehicle_revenue_hours,passenger_miles,vehicle_revenue_miles,year
"County of Sonoma , dba: Sonoma County Transit",Santa Rosa,CA,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,308231.0,66.0,MB,PT,41.0,1.85,0.14,135.32,13.6,1.63,1699162.0,12468868.0,916541.0,92142.0,7632918.0,1532817.0,2018
Stark Area Regional Transit Authority,Canton,OH,50011,Independent Public Agency or Authority of Transit Service,Full Reporter,279245.0,66.0,MB,DO,36.0,0.73,0.12,101.42,6.31,0.94,1682073.0,14456931.0,2290017.0,142551.0,15374255.0,2318669.0,2018
Stark Area Regional Transit Authority,Canton,OH,50011,Independent Public Agency or Authority of Transit Service,Full Reporter,279245.0,66.0,DR,DO,30.0,3.44,0.08,103.27,43.74,4.95,554981.0,7053732.0,161267.0,68305.0,1425633.0,1281624.0,2018
"County of Sonoma , dba: Sonoma County Transit",Santa Rosa,CA,90089,"City, County or Local Government Unit or Department of Transportation",Full Reporter,308231.0,66.0,DR,PT,25.0,3.92,0.07,85.4,55.35,4.55,231932.0,3277647.0,59214.0,38382.0,720628.0,544878.0,2018
"City of Wichita , dba: Wichita Transit",Wichita,KS,70015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,472870.0,66.0,DR,DO,23.0,3.34,0.11,74.45,29.96,3.1,270996.0,2427584.0,81032.0,32605.0,783551.0,683702.0,2018
Middlesex County,New Brunswick,NJ,20196,"City, County or Local Government Unit or Department of Transportation",Full Reporter,18351295.0,66.0,MB,DO,13.0,0.26,0.03,65.21,8.87,0.79,56972.0,1931809.0,217751.0,29623.0,2433770.0,387925.0,2018
South Florida Regional Transportation Authority,Pompano Beach,FL,40077,Independent Public Agency or Authority of Transit Service,Full Reporter,5502379.0,65.0,CR,PT,43.0,3.04,0.14,773.23,22.25,0.8,13144962.0,96233640.0,4325856.0,124457.0,120912123.0,3607386.0,2018
Tompkins Consolidated Area Transit,Ithaca,NY,20145,Private-Non-Profit Corporation,Full Reporter,53661.0,65.0,MB,DO,42.0,1.08,0.31,106.47,3.46,1.25,4506464.0,14419748.0,4169977.0,135439.0,11554814.0,1663480.0,2018
Tompkins Consolidated Area Transit,Ithaca,NY,20145,Private-Non-Profit Corporation,Full Reporter,53661.0,65.0,DR,PT,23.0,1.24,0.05,46.7,22.85,2.14,66202.0,1221817.0,53460.0,26164.0,570338.0,432933.0,2018
South Florida Regional Transportation Authority,Pompano Beach,FL,40077,Independent Public Agency or Authority of Transit Service,Full Reporter,5502379.0,65.0,MB,PT,22.0,0.11,0.03,56.12,3.81,1.07,100000.0,3394176.0,891930.0,60485.0,3164907.0,696274.0,2018
SouthWest Transit,Eden Prairie,MN,50518,Independent Public Agency or Authority of Transit Service,Full Reporter,2650890.0,64.0,MB,PT,51.0,2.76,0.27,258.17,10.24,0.52,2823781.0,10468038.0,1022564.0,40547.0,20327007.0,1014238.0,2018
"Central Midlands Regional Transportation Authority, dba: The COMET",Columbia,SC,40141,Independent Public Agency or Authority of Transit Service,Full Reporter,549777.0,64.0,MB,PT,45.0,0.79,0.13,84.67,6.07,2.37,2042589.0,15637722.0,2575627.0,184691.0,6587166.0,2604374.0,2018
Greater Bridgeport Transit Authority,Bridgeport,CT,10050,Independent Public Agency or Authority of Transit Service,Full Reporter,923311.0,64.0,MB,DO,42.0,0.98,0.31,98.15,3.14,1.0,5102227.0,16371316.0,5207268.0,166796.0,16298749.0,1834830.0,2018
"Escambia County Board of County Commissioners, FL, dba: Escambia County Area Transit Authority",Pensacola,FL,40038,"City, County or Local Government Unit or Department of Transportation",Full Reporter,340067.0,64.0,MB,DO,36.0,0.97,0.14,91.1,6.77,1.37,1396208.0,9789815.0,1445102.0,107464.0,7132138.0,1596032.0,2018
Lakeland Area Mass Transit District ,Lakeland,FL,40031,Independent Public Agency or Authority of Transit Service,Full Reporter,262596.0,64.0,DR,DO,32.0,1.24,0.02,140.72,70.12,10.46,133920.0,7593790.0,108299.0,53964.0,726048.0,669514.0,2018
Lakeland Area Mass Transit District ,Lakeland,FL,40031,Independent Public Agency or Authority of Transit Service,Full Reporter,262596.0,64.0,MB,DO,32.0,1.05,0.13,99.22,8.03,1.42,1200724.0,9191384.0,1144300.0,92634.0,6480784.0,1457881.0,2018
"Escambia County Board of County Commissioners, FL, dba: Escambia County Area Transit Authority",Pensacola,FL,40038,"City, County or Local Government Unit or Department of Transportation",Full Reporter,340067.0,64.0,DR,PT,28.0,3.36,0.1,50.33,33.44,4.18,342116.0,3400292.0,101671.0,67565.0,813482.0,910859.0,2018
Greater Bridgeport Transit Authority,Bridgeport,CT,10050,Independent Public Agency or Authority of Transit Service,Full Reporter,923311.0,64.0,DR,PT,22.0,3.02,0.09,79.22,32.5,4.93,270963.0,2913730.0,89657.0,36779.0,591143.0,473266.0,2018
"Central Midlands Regional Transportation Authority, dba: The COMET",Columbia,SC,40141,Independent Public Agency or Authority of Transit Service,Full Reporter,549777.0,64.0,DR,PT,19.0,2.98,0.07,89.21,40.5,3.5,216946.0,2948688.0,72815.0,33054.0,843604.0,636538.0,2018
SouthWest Transit,Eden Prairie,MN,50518,Independent Public Agency or Authority of Transit Service,Full Reporter,2650890.0,64.0,DR,PT,13.0,2.36,0.22,36.64,10.55,2.25,241662.0,1081133.0,102511.0,29509.0,481090.0,493507.0,2018
"City of Modesto , dba: Modesto Area Express",Modesto,CA,90007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,358172.0,63.0,DT,PT,5.0,2.33,0.13,46.47,18.58,3.87,13640.0,108962.0,5864.0,2345.0,28135.0,23663.0,2018
"City of Modesto , dba: Modesto Area Express",Modesto,CA,90007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,358172.0,63.0,MB,PT,46.0,0.97,0.17,89.44,5.57,1.57,2512594.0,14420807.0,2589049.0,161231.0,9171930.0,1903908.0,2018
Yuma County Intergovernmental Public Transportation Authority,Yuma,AZ,90233,Independent Public Agency or Authority of Transit Service,Full Reporter,135267.0,63.0,DR,PT,4.0,0.85,0.03,54.9,29.48,3.26,6778.0,233870.0,7933.0,4260.0,71720.0,68964.0,2018
Yuma County Intergovernmental Public Transportation Authority,Yuma,AZ,90233,Independent Public Agency or Authority of Transit Service,Full Reporter,135267.0,63.0,VP,PT,39.0,5.46,0.99,36.42,5.53,0.17,369539.0,374182.0,67622.0,10274.0,2203991.0,463782.0,2018
Yuma County Intergovernmental Public Transportation Authority,Yuma,AZ,90233,Independent Public Agency or Authority of Transit Service,Full Reporter,135267.0,63.0,MB,PT,20.0,0.96,0.13,82.63,7.11,0.68,416688.0,3091017.0,434472.0,37408.0,4512988.0,835223.0,2018
"City of Modesto , dba: Modesto Area Express",Modesto,CA,90007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,358172.0,63.0,DR,PT,12.0,2.95,0.1,98.41,30.98,4.56,271445.0,2851334.0,92025.0,28974.0,625770.0,371842.0,2018
Rock Island County Metropolitan Mass Transit District,Moline ,IL,50057,Independent Public Agency or Authority of Transit Service,Full Reporter,280051.0,62.0,DR,DO,9.0,1.12,0.07,84.81,16.57,1.49,53044.0,783466.0,47282.0,9238.0,525965.0,125330.0,2018
Livermore / Amador Valley Transit Authority,Livermore,CA,90144,Independent Public Agency or Authority of Transit Service,Full Reporter,615968.0,62.0,MB,PT,47.0,1.3,0.16,108.61,8.28,1.79,2141469.0,13643794.0,1647002.0,125619.0,7602329.0,1748847.0,2018
Rock Island County Metropolitan Mass Transit District,Moline ,IL,50057,Independent Public Agency or Authority of Transit Service,Full Reporter,280051.0,62.0,MB,DO,46.0,0.3,0.06,106.02,5.25,1.77,937547.0,16584069.0,3158164.0,156426.0,9374254.0,2310115.0,2018
Rock Island County Metropolitan Mass Transit District,Moline ,IL,50057,Independent Public Agency or Authority of Transit Service,Full Reporter,280051.0,62.0,DR,PT,4.0,1.61,0.05,62.79,30.92,6.38,33430.0,641748.0,20758.0,10221.0,100575.0,139197.0,2018
Rock Island County Metropolitan Mass Transit District,Moline ,IL,50057,Independent Public Agency or Authority of Transit Service,Full Reporter,280051.0,62.0,FB,PT,3.0,4.78,0.36,300.98,13.09,2.3,213088.0,583894.0,44603.0,1940.0,254150.0,14802.0,2018
Livermore / Amador Valley Transit Authority,Livermore,CA,90144,Independent Public Agency or Authority of Transit Service,Full Reporter,615968.0,62.0,DR,PT,15.0,4.44,0.13,54.55,34.85,5.12,217184.0,1703128.0,48872.0,31219.0,332863.0,411459.0,2018
"Wake County, dba: Wake County DSS",Raleigh,NC,40222,"City, County or Local Government Unit or Department of Transportation",Full Reporter,884891.0,61.0,DR,PT,61.0,1.22,0.04,47.01,28.77,2.09,219974.0,5187137.0,180328.0,110332.0,2477989.0,2189244.0,2018
"University of Georgia, dba: University of Georgia Transit System",Athens,GA,40180,University,Full Reporter,128754.0,61.0,DR,DO,6.0,1.4,0.03,65.42,55.09,49.0,10606.0,416816.0,7566.0,6371.0,8507.0,26855.0,2018
Greater Lafayette Public Transportation Corporation,Lafayette,IN,50051,Independent Public Agency or Authority of Transit Service,Full Reporter,147725.0,61.0,MB,DO,56.0,0.69,0.3,75.18,2.26,0.91,3239860.0,10662976.0,4713280.0,141832.0,11757492.0,1804300.0,2018
"University of Georgia, dba: University of Georgia Transit System",Athens,GA,40180,University,Full Reporter,128754.0,61.0,MB,DO,55.0,1.39,1.23,68.24,1.13,1.04,7981053.0,6467029.0,5746090.0,94772.0,6206878.0,828910.0,2018
Greater Lafayette Public Transportation Corporation,Lafayette,IN,50051,Independent Public Agency or Authority of Transit Service,Full Reporter,147725.0,61.0,DR,DO,5.0,4.08,0.16,80.21,25.47,4.47,110985.0,692577.0,27195.0,8635.0,154969.0,104923.0,2018
Transit Authority of Central Kentucky,Elizabethtown,KY,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,73467.0,61.0,MB,DO,5.0,0.0,0.0,59.42,9.04,0.45,0.0,295620.0,32688.0,4975.0,656317.0,39788.0,2018
Transit Authority of Central Kentucky,Elizabethtown,KY,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,73467.0,61.0,DR,DO,43.0,17.69,0.61,37.97,28.79,2.0,1990699.0,3239958.0,112548.0,85326.0,1616724.0,1514458.0,2018
Transit Authority of Central Kentucky,Elizabethtown,KY,40191,Independent Public Agency or Authority of Transit Service,Full Reporter,73467.0,61.0,VP,DO,13.0,5.64,1.28,26.98,4.41,0.1,196555.0,153634.0,34854.0,5695.0,1498812.0,245216.0,2018
"Springfield Mass Transit District, dba: Sangamon Mass Transit District",Springfield,IL,50059,Independent Public Agency or Authority of Transit Service,Full Reporter,161316.0,60.0,MB,DO,48.0,0.53,0.07,113.73,7.9,2.15,816141.0,12200912.0,1544731.0,107276.0,5677827.0,1369075.0,2018
"City of Shreveport, dba: Shreveport Area Transit System",Shreveport,LA,60024,"City, County or Local Government Unit or Department of Transportation",Full Reporter,298317.0,60.0,MB,DO,41.0,0.65,0.14,76.04,4.53,0.73,1650260.0,11439078.0,2523868.0,150444.0,15728847.0,2278358.0,2018
County of Howard,Ellicott City,MD,30048,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2203663.0,60.0,MB,PT,23.0,0.81,0.07,96.54,11.73,1.38,550353.0,7928856.0,676178.0,82129.0,5747733.0,1215995.0,2018
County of Howard,Ellicott City,MD,30048,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2203663.0,60.0,DR,PT,20.0,2.28,0.05,75.85,46.59,4.88,163902.0,3347257.0,71842.0,44130.0,685234.0,762829.0,2018
"City of Shreveport, dba: Shreveport Area Transit System",Shreveport,LA,60024,"City, County or Local Government Unit or Department of Transportation",Full Reporter,298317.0,60.0,DR,DO,19.0,2.38,0.1,39.21,25.01,2.55,154058.0,1619598.0,64750.0,41308.0,635372.0,658761.0,2018
County of Howard,Ellicott City,MD,30048,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2203663.0,60.0,DT,PT,17.0,2.51,0.19,29.7,13.14,1.67,34952.0,182993.0,13930.0,6161.0,109438.0,109438.0,2018
"Springfield Mass Transit District, dba: Sangamon Mass Transit District",Springfield,IL,50059,Independent Public Agency or Authority of Transit Service,Full Reporter,161316.0,60.0,DR,DO,12.0,2.89,0.12,60.6,23.18,3.67,226109.0,1810502.0,78123.0,29878.0,493221.0,390215.0,2018
"City of Yakima, dba: Yakima Transit",Yakima,WA,00006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,129534.0,59.0,DR,PT,25.0,1.2,0.08,39.5,16.04,5.29,83154.0,1108705.0,69112.0,28066.0,209451.0,306143.0,2018
"City of Yakima, dba: Yakima Transit",Yakima,WA,00006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,129534.0,59.0,CB,PT,2.0,8.01,0.38,101.11,20.98,0.57,202748.0,531231.0,25322.0,5254.0,929955.0,155997.0,2018
"City of Yakima, dba: Yakima Transit",Yakima,WA,00006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,129534.0,59.0,VP,DO,14.0,3.96,0.91,28.69,4.37,0.08,170817.0,188421.0,43127.0,6568.0,2424719.0,309516.0,2018
"City of Rochester, Minnesota, dba: Rochester Public Transit",Rochester,MN,50092,"City, County or Local Government Unit or Department of Transportation",Full Reporter,107677.0,58.0,MB,PT,52.0,1.41,0.33,89.07,4.26,1.16,2839103.0,8564584.0,2010145.0,96159.0,7367360.0,1432607.0,2018
"City of Kenosha, dba: Kenosha Area Transit",Kenosha,WI,50003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,124064.0,58.0,MB,DO,40.0,1.21,0.24,84.18,4.98,1.57,1617558.0,6663559.0,1338109.0,79155.0,4255186.0,1036132.0,2018
"City of Kenosha, dba: Kenosha Area Transit",Kenosha,WI,50003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,124064.0,58.0,DR,PT,15.0,3.49,0.22,33.99,15.83,2.92,104914.0,476145.0,30087.0,14007.0,163001.0,187239.0,2018
"City of Rochester, Minnesota, dba: Rochester Public Transit",Rochester,MN,50092,"City, County or Local Government Unit or Department of Transportation",Full Reporter,107677.0,58.0,DT,PT,1.0,3.0,0.12,90.89,24.57,5.58,60567.0,495995.0,20189.0,5457.0,88967.0,88967.0,2018
Regional Transportation Authority,Nashville,TN,40159,Independent Public Agency or Authority of Transit Service,Full Reporter,969587.0,57.0,CR,PT,8.0,3.24,0.22,576.48,14.85,0.91,981249.0,4498288.0,303003.0,7803.0,4928935.0,203195.0,2018
DeCamp Bus Lines,Montclair,NJ,20161,Private-For-Profit Corporation,Full Reporter,18351295.0,57.0,CB,DO,57.0,6.99,0.76,140.81,9.14,0.54,12880779.0,16846272.0,1843456.0,119642.0,30996958.0,1891000.0,2018
DDOT - Progressive Transportation Services Administration,Washington,DC,30112,State Government Unit or Department of Transportation,Full Reporter,4586770.0,57.0,MB,PT,52.0,0.54,0.1,105.48,5.4,4.13,2516272.0,25106904.0,4645318.0,238018.0,6085819.0,1348042.0,2018
DDOT - Progressive Transportation Services Administration,Washington,DC,30112,State Government Unit or Department of Transportation,Full Reporter,4586770.0,57.0,SR,PT,5.0,0.0,0.0,440.77,9.52,11.41,0.0,11151824.0,1171527.0,25301.0,977740.0,131715.0,2018
Alternativa de Transporte Integrado -ATI,San Juan,PR,40094,State Government Unit or Department of Transportation,Full Reporter,2148346.0,57.0,HR,PT,32.0,1.3,0.08,883.62,16.85,3.46,4954846.0,64022832.0,3800430.0,72455.0,18488753.0,1321004.0,2018
Regional Transportation Authority,Nashville,TN,40159,Independent Public Agency or Authority of Transit Service,Full Reporter,969587.0,57.0,VP,PT,30.0,2.88,0.82,32.14,3.5,0.08,347197.0,422094.0,120524.0,13134.0,5094270.0,568776.0,2018
Regional Transportation Authority,Nashville,TN,40159,Independent Public Agency or Authority of Transit Service,Full Reporter,969587.0,57.0,CB,PT,19.0,2.97,0.23,210.56,13.15,0.41,566127.0,2509231.0,190839.0,11917.0,6116191.0,362852.0,2018
Southwestern Pennsylvania Commission,Pittsburgh,PA,30078,"MPO, COG or Other Planning Agency",Full Reporter,1733853.0,56.0,VP,PT,56.0,3.56,1.16,24.2,3.08,0.1,620939.0,536216.0,174278.0,22157.0,5605226.0,835486.0,2018
San Joaquin Council,Stockton,CA,99422,"MPO, COG or Other Planning Agency",Full Reporter,370583.0,56.0,VP,PT,56.0,7.53,1.3,26.16,5.81,0.13,637324.0,492062.0,84645.0,18809.0,3839997.0,699350.0,2018
First Tennessee Human Resource Agency,Johnson City,TN,40950,Independent Public Agency or Authority of Transit Service,Full Reporter,120415.0,56.0,DR,DO,56.0,1.96,0.07,34.98,27.91,1.47,340307.0,4837897.0,173314.0,138296.0,3294787.0,3076646.0,2018
River Bend Transit,Davenport,IA,70049,Private-Non-Profit Corporation,Full Reporter,280051.0,56.0,DR,DO,45.0,4.74,0.32,54.67,14.86,1.6,638281.0,2000425.0,134621.0,36589.0,1250281.0,533697.0,2018
"City of Everett, dba: EVERETT TRANSIT SYSTEM",Everett,WA,00005,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3059393.0,56.0,MB,DO,33.0,0.67,0.08,145.56,8.56,2.25,1205648.0,15402165.0,1800312.0,105812.0,6849311.0,1270213.0,2018
"City of Everett, dba: EVERETT TRANSIT SYSTEM",Everett,WA,00005,"City, County or Local Government Unit or Department of Transportation",Full Reporter,3059393.0,56.0,DR,DO,23.0,0.84,0.01,144.57,56.15,10.51,107969.0,7244395.0,129011.0,50109.0,689264.0,571223.0,2018
River Bend Transit,Davenport,IA,70049,Private-Non-Profit Corporation,Full Reporter,280051.0,56.0,DR,PT,10.0,1.5,0.07,46.83,20.65,3.17,62558.0,860207.0,41655.0,18369.0,271771.0,240505.0,2018
River Bend Transit,Davenport,IA,70049,Private-Non-Profit Corporation,Full Reporter,280051.0,56.0,MB,PT,1.0,0.07,0.0,42.54,14.21,2.31,369.0,75847.0,5337.0,1783.0,32874.0,28424.0,2018
"Lakeland Bus Lines, Inc.",Dover,NJ,20163,Private-For-Profit Corporation,Full Reporter,18351295.0,55.0,CB,DO,55.0,10.44,0.87,152.07,11.99,0.37,16947549.0,19467881.0,1624066.0,128016.0,52870209.0,2238372.0,2018
Lower Rio Grande Valley Development Council,Weslaco,TX,60090,"MPO, COG or Other Planning Agency",Full Reporter,728825.0,55.0,MB,DO,50.0,0.0,0.0,68.12,9.37,1.06,0.0,6505606.0,694479.0,95504.0,6135877.0,2073664.0,2018
Lower Rio Grande Valley Development Council,Weslaco,TX,60090,"MPO, COG or Other Planning Agency",Full Reporter,728825.0,55.0,DR,DO,5.0,0.0,0.0,73.17,28.72,1.7,0.0,423461.0,14747.0,5787.0,248516.0,122018.0,2018
City of Elk Grove,Elk Grove,CA,90205,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1723634.0,54.0,DR,PT,9.0,4.8,0.06,123.25,80.06,12.83,99703.0,1663881.0,20784.0,13500.0,129667.0,162718.0,2018
"St. Cloud Metropolitan Transit Commission, dba: Metro Bus",St. Cloud,MN,50028,Independent Public Agency or Authority of Transit Service,Full Reporter,110621.0,54.0,CB,DO,4.0,1.82,0.09,156.68,19.21,0.7,86384.0,913898.0,47570.0,5833.0,1304633.0,172752.0,2018
Greater Roanoke Transit Company,Roanoke,VA,30007,Other Publicly-Owned or Privately Chartered Corporation,Full Reporter,210111.0,54.0,MB,DO,36.0,0.9,0.25,64.55,3.67,0.65,1787674.0,7275133.0,1983028.0,112706.0,11263599.0,1640806.0,2018
"St. Cloud Metropolitan Transit Commission, dba: Metro Bus",St. Cloud,MN,50028,Independent Public Agency or Authority of Transit Service,Full Reporter,110621.0,54.0,MB,DO,27.0,0.67,0.13,85.78,5.08,1.65,1088731.0,8239856.0,1623048.0,96058.0,4981421.0,1283305.0,2018
City of Elk Grove,Elk Grove,CA,90205,"City, County or Local Government Unit or Department of Transportation",Full Reporter,1723634.0,54.0,CB,PT,26.0,1.83,0.24,155.38,7.76,0.6,694214.0,2934933.0,378332.0,18889.0,4871029.0,347829.0,2018
